country,integrated_depend,econ_depend,nutrition_depend,iso3c,ssp245_current,ssp245_medium-term,ssp245_near-term,ssp585_current,ssp585_medium-term,ssp585_near-term,change_ssp245_medium,pct_change_ssp245_medium,change_ssp585_medium,pct_change_ssp585_medium
Jamaica,0.226843,0.17,0.16,JAM,0.7849042586871048,2.3471875608857,1.6038195295120352,0.8028140076950415,2.5834338033377233,1.6595322044927685,1.5622833021985953,1.990412569313611,1.7806197956426817,2.217973003180422
Barbados,0.226105,0.1,0.24,BRB,0.6252551429694698,1.4555635759907384,1.0969947518840912,0.6318442744593467,1.809832415273113,1.1022974464201158,0.8303084330212686,1.3279513848985824,1.1779881408137662,1.8643646677367476
Saint Vincent and the Grenadines,0.220047,0.17,0.12,VCT,0.4676001375684371,1.5739425374911382,1.074315173121599,0.4770396626912631,1.917036242209948,1.0995236554971108,1.1063423999227011,2.3660010146185613,1.4399965795186849,3.0186097554128137
British Virgin Islands,0.219745,0.04,NA,VGB,0.3341127589344978,1.4688414305448532,0.950966103374958,0.42973541393876075,1.8586943358182908,1.003515662252903,1.1347286716103553,3.3962446547359084,1.42895892187953,3.325206337505066
Portugal,0.217708,0.17,0.21,PRT,1.1882495592431266,1.7073806589192684,1.3702619241015743,1.133506382898529,2.0159480819607727,1.4728313135628652,0.5191310996761418,0.43688726466417555,0.8824416990622437,0.7785061578618737
Cambodia,0.215523,0.09,0.3,KHM,1.040708560347557,2.2225611340999603,1.5046912825107577,1.0613338565826416,2.864778814315796,1.5697983872890473,1.1818525737524033,1.1356229964685882,1.8034449577331544,1.6992249390215584
Guadeloupe,0.212195,0.04,NA,GLP,0.5376626803238589,1.7551295264322957,1.2228497432586842,0.5850666797250733,2.042680241111526,1.2219379181252386,1.2174668461084368,2.264369260992972,1.4576135613864527,2.4913631418411915
Kenya,0.202589,0.18,NA,KEN,0.7908172290908159,2.612322227798239,1.734772432459532,0.8066950964666632,2.913192742062311,1.7860372405852714,1.8215049987074234,2.3033198211950507,2.106497645595648,2.6112686872923114
Wallis and Futuna Islands,0.198679,0.16,NA,WLF,0.39671187828748655,1.256190076852456,0.7547395366888779,0.3930649910217676,1.580275569206629,0.7655748541538532,0.8594781985649695,2.166504825303286,1.1872105781848614,3.0203925694290965
Spain,0.198635,0.17,0.18,ESP,1.1166769256295286,1.926545292441615,1.4951614586986262,1.1247777410872697,2.2070579055299615,1.5661311888603997,0.8098683668120865,0.725248590907815,1.0822801644426918,0.9622169117576087
Timor Leste,0.194793,0.27,0.13,TLS,0.4433891331442656,1.8379560800699088,1.174792894568199,0.4316614683335408,2.2232181490995946,1.2906406372785568,1.3945669469256432,3.1452438561950338,1.7915566807660537,4.15037433774778
Latvia,0.192671,0.2,0.14,LVA,0.9229525109995966,1.5715254866558572,1.328683993090754,0.9592652776966925,1.736714462611986,1.3347106321998266,0.6485729756562606,0.7027154354386322,0.7774491849152935,0.8104631773830482
Nicaragua,0.19222,0.22,0.1,NIC,0.8545409178649875,2.079182596693576,1.5590775575436338,0.7835106982941359,2.5183111962298272,1.6023259872282054,1.2246416788285885,1.4330989344410479,1.7348004979356912,2.2141376010725944
Aruba,0.187066,NA,NA,ABW,0.7936687767505646,1.9235967885364185,1.3612268377434125,0.7651758979667317,2.3881063244559546,1.3354276391592892,1.129928011785854,1.4236770361711852,1.6229304264892228,2.120989998249768
Ecuador,0.185814,0.27,0.06,ECU,0.901169179101681,1.9256867122483712,1.573268559278618,0.879117873170613,2.1150867793364467,1.5966249814624354,1.0245175331466903,1.1368759128757238,1.2359689061658337,1.405919437979582
Somalia,0.184318,0.28,0.04,SOM,0.9164888572992472,2.430149531553662,1.8557262026443684,0.8363573313468978,2.724162079039074,1.8764664065585568,1.5136606742544148,1.6515865547072135,1.8878047476921762,2.2571748664556956
Malta,0.183548,0.18,0.14,MLT,1.2008615652720134,1.9897286971410115,1.7214196960131327,1.1987107972304023,2.297463385264079,1.742558483282725,0.7888671318689982,0.6569176287112726,1.0987525880336766,0.9166119055341145
Benin,0.183091,0.04,0.28,BEN,2.245942791302999,4.011476933956146,3.0533326069513955,2.2387370814879737,4.2941523889700575,3.077119668324789,1.7655341426531472,0.7860993385449772,2.055415307482084,0.9181137546155954
Panama,0.174682,0.21,0.13,PAN,1.0254267610330632,2.2335101002677877,1.725450471123272,0.9759232391223126,2.555361859513689,1.7682093184262035,1.2080833392347246,1.178127375979192,1.5794386203913766,1.6184045599855066
Denmark,0.172332,0.16,0.14,DNK,1.398496492644668,1.7434488594753592,1.6578883258383514,1.423478920442021,1.99837232167836,1.6961150016483322,0.3449523668306913,0.24665944365606451,0.5748934012363389,0.4038650611403659
Guinea-Bissau,0.167291,0.31,0.01,GNB,1.1272808087177766,2.125533158351214,1.5664890203720483,1.121779844394097,2.3673780832535183,1.5869170353962825,0.9982523496334372,0.8855400907329359,1.2455982388594213,1.1103767330854495
Curacao,0.16355,NA,NA,CUW,0.8564435314191016,2.0023816290654635,1.4202894223363776,0.8260728661951265,2.454377836302707,1.3973300425629869,1.1459380976463618,1.3380194439060988,1.6283049701075805,1.9711396376054782
Pakistan,0.163154,0.14,NA,PAK,0.9367978104896711,2.032299328791468,1.6307568743563534,0.9540549067028782,2.2333521513562453,1.6160953426570224,1.0955015183017967,1.1694108440850965,1.279297244653367,1.3409052620194524
Libya,0.162843,0.14,0.14,LBY,0.9839189913537768,2.1325397644066006,1.673677831168336,0.987262227109089,2.327319238208918,1.6847129763612425,1.1486207730528237,1.1673936402756424,1.340057011099829,1.357346583616186
Algeria,0.16188,0.22,0.07,DZA,1.2616589548892545,2.409156460062902,1.960719404812146,1.3260042465719066,2.625136596815927,1.9767062587845592,1.1474975051736473,0.9095148104222602,1.2991323502440202,0.979734683054479
American Samoa,0.160378,NA,NA,ASM,0.3656735268403899,1.172227735789317,0.7253152255742055,0.3131077064658111,1.5080106190915377,0.7242823940403057,0.806554208948927,2.2056674868371697,1.1949029126257265,3.8162679740883365
El Salvador,0.153388,0.17,0.09,SLV,1.3660138081759214,2.858752693980932,2.0993794538080692,1.367297767661512,3.318649671971798,2.241705423220992,1.4927388858050104,1.0927699829025217,1.951351904310286,1.4271594311513296
Greece,0.151298,0.2,0.06,GRC,1.4838959068828463,2.4086934860251352,1.9737679408409536,1.549638597159126,2.540839150641914,2.006567966493973,0.9247975791422889,0.623222676774525,0.9912005534827881,0.6396333669669212
New Zealand,0.151022,0.16,0.11,NZL,0.5948896614900668,1.195332868879312,0.7340892135027197,0.545011396149968,1.5094804603056156,0.7661646026457941,0.6004432073892451,1.0093354217742965,0.9644690641556476,1.7696310039914462
Trinidad and Tobago,0.15037,0.11,0.2,TTO,0.7854877292600453,1.8795859273682296,1.4339859811668725,0.8227973733192835,2.25031921089205,1.4427028751780844,1.0940981981081843,1.3928902481250216,1.4275218375727663,1.734961588190221
Dominican Republic,0.150305,0.1,0.1,DOM,0.7961275106439224,2.216002257970663,1.709115704664817,0.8190096118129216,2.54740407879536,1.7051504469834842,1.4198747473267406,1.7834765516120905,1.7283944669824383,2.1103469874505434
Croatia,0.149379,0.19,0.07,HRV,1.2048188396122144,2.1369029435311786,1.7778228262196416,1.2433893800892444,2.364592997924141,1.739912558416402,0.9320841039189642,0.7736300871747381,1.1212036178348967,0.9017316986851072
Chile,0.147408,0.2,0.06,CHL,1.066952072193549,1.718357847890147,1.313429819925532,1.0446092662255635,1.9591868039782536,1.4469775987489786,0.6514057756965979,0.6105295567376061,0.9145775377526901,0.8755211803330917
India,0.145698,0.17,0.08,IND,1.5204001767041515,2.799605219633015,2.1984454189534524,1.534237402854799,3.113952666558002,2.255439688946678,1.2792050429288635,0.8413607565488851,1.579715263703203,1.0296419972318378
United Arab Emirates,0.144608,0.08,0.19,ARE,0.5177715327304143,1.5874146681565504,1.095960501065621,0.5337571524943296,1.752095416875986,1.1252807896870831,1.0696431354261362,2.065859298570326,1.2183382643816563,2.282570376224793
Russia,0.139259,0.14,0.1,RUS,1.305103274151603,2.3988948964438706,2.0185183817536942,1.36722191430801,2.583135385656685,1.9933674943018136,1.0937916222922675,0.8380881758214107,1.2159134713486752,0.8893314674261081
Estonia,0.137269,0.19,0.06,EST,0.9406102478262868,1.458039855667454,1.2910631166295967,0.9608074086397764,1.673201707210618,1.3507690767527591,0.5174296078411673,0.550099904861686,0.7123942985708416,0.7414537941369379
Cuba,0.136895,0.1,0.01,CUB,0.5911108917495602,2.2504266310875742,1.5096945642950994,0.6192247293756212,2.5874634920721262,1.551306792210869,1.659315739338014,2.8071141345861497,1.968238762696505,3.1785532284557276
Lebanon,0.130735,0.16,0.06,LBN,1.6120866401629017,2.742916711352088,2.305920061740008,1.680766680023887,2.868076343428005,2.259188161654906,1.1308300711891863,0.7014697864346272,1.187309663404118,0.7064095674405231
Egypt,0.130138,0.13,0.1,EGY,1.1629670774744405,2.1632851096891588,1.7857370245841242,1.217672348022461,2.3561577345094373,1.7272987632982193,1.0003180322147183,0.8601430355079877,1.1384853864869764,0.9349685802883783
Bahrain,0.128845,0.13,NA,BHR,0.7401333854279735,1.4993027570572766,0.866255116394975,0.7345620999959382,1.6919174194335938,0.8250021815977313,0.7591693716293031,1.0257196696921356,0.9573553194376555,1.3033007276620305
China,0.122418,0.13,0.08,CHN,2.042360301370974,2.8093846214038356,2.3826627287800464,1.9771373185896712,3.1565582712591698,2.4998303720043964,0.7670243200328617,0.3755577894448799,1.1794209526694985,0.5965296095421442
Canada,0.120683,0.12,0.09,CAN,1.3639730139328503,2.076319770752605,1.7337594437868076,1.282275771930796,2.134971550066904,1.5726325815911344,0.7123467568197548,0.5222586880702204,0.8526957781361082,0.6649862664504339
Niue,0.120178,NA,NA,NIU,0.25544723123311996,1.0821264411012332,0.6359321648875872,0.27511409173409146,1.2754594186941783,0.6638056710362434,0.8266792098681133,3.236203445531534,1.0003453269600868,3.636110824620935
Iran,0.11937,0.15,0.06,IRN,0.8215515743225976,1.661538957241902,1.329819709008093,0.8650421455529752,1.8109017767461608,1.3244464874703443,0.8399873829193043,1.0224402328142426,0.9458596311931856,1.0934260672219018
Ireland,0.116893,0.13,0.07,IRL,1.2876831774583988,1.9704613978555312,1.7122416983555704,1.3152719473606769,2.2545290886630687,1.7266228109090578,0.6827782203971324,0.5302377419768621,0.9392571413023918,0.71411630361856
French Guiana,0.116747,NA,NA,GUF,0.6791572084552363,2.008986347600034,1.4465020719327424,0.7011237903645164,2.415938108845761,1.579783578922874,1.3298291391447976,1.9580579026313132,1.7148143184812445,2.4458082039830757
Mexico,0.112328,0.11,0.08,MEX,1.2261162492934925,2.2804818203106407,1.7851364441594928,1.1870212773678288,2.5644297999337704,1.8363260841177709,1.0543655710171482,0.8599230061788108,1.3774085225659416,1.1603907603242705
South Africa,0.110958,0.13,0.06,ZAF,0.8822747284251824,1.8445574268374283,1.3685520498949837,0.8979460762702848,2.1343084578936264,1.33677532390863,0.9622826984122459,1.090683737626571,1.2363623816233416,1.3768782049348722
Brunei Darussalam,0.107732,0.06,0.11,BRN,1.2720812716904808,2.452052856192869,1.835830418502583,1.2704352175488192,3.0742578366223503,1.8747219864059896,1.1799715845023884,0.9275913503028883,1.8038226190735311,1.4198462024327623
Cyprus,0.106333,0.09,0.1,CYP,0.902392882367839,1.703097149081852,1.3276487381561943,0.967481697815052,1.8715158519537551,1.2769962169122004,0.8007042667140131,0.8873122587281501,0.9040341541387031,0.934419902909132
Costa Rica,0.105444,0.16,0.04,CRI,1.1452808445319531,2.2666680268011987,1.699671795591712,1.1042104793014005,2.6328326729126275,1.7475697507616132,1.1213871822692456,0.9791372898824025,1.528622193611227,1.3843576222699303
France,0.102209,0.06,0.12,FRA,1.2731068613047296,1.9661305075947275,1.6860624068277947,1.262955782816131,2.2828633550633777,1.7529026339662837,0.6930236462899979,0.5443562259807163,1.0199075722472466,0.8075560412519455
Djibouti,0.101697,0.11,0.07,DJI,1.9821402642686488,2.9587913569757496,2.482685022434946,1.8640241340055304,3.1963672597529524,2.515518400628688,0.9766510927071008,0.49272552014246895,1.332343125747422,0.7147671006192398
Albania,0.101205,0.15,0.03,ALB,0.8820559247715832,1.8053830355814056,1.4016272588951948,1.0263633474911729,2.1016525079126227,1.3320141336689255,0.9233271108098223,1.0467897611468646,1.0752891604214498,1.0476690959881512
Sweden,0.100955,0.08,0.1,SWE,0.9976493404058832,1.2761406919735343,1.1775456180623478,1.0611128424805305,1.5109398414573307,1.2155912260827997,0.27849135156765115,0.27914753239284446,0.44982699897680023,0.4239200403279011
Guatemala,0.100161,0.16,0.01,GTM,1.460562786498627,3.058133708966243,2.272605397484519,1.4601921121795456,3.5444198893262193,2.426860544588658,1.5975709224676158,1.0938050299757638,2.0842277771466735,1.427365454012531
Netherlands,0.099475,0.09,0.08,NLD,1.532971508693004,2.0232629076294275,1.8797046809956648,1.5066783480022266,2.3160548771637073,1.9300001859664917,0.4902913989364235,0.31983073146247903,0.8093765291614807,0.5371926464826882
Poland,0.098334,0.09,0.08,POL,1.6379923008184518,2.1981278193735445,2.029624356632739,1.6864766773924362,2.3888141001220298,2.003679613096524,0.5601355185550927,0.3419646833963817,0.7023374227295935,0.41645249658330286
Taiwan,0.098156,0.07,NA,TWN,1.0532565485246432,2.0265728242649055,1.465328455341529,0.9982606033730952,2.437298159791816,1.5637533816491596,0.9733162757402622,0.9241018032156003,1.4390375564187208,1.4415449748855682
Australia,0.095532,0.09,0.07,AUS,0.4063308254357368,1.0603075634812973,0.6505620291720482,0.3868084118462254,1.3821362246579103,0.733776807443385,0.6539767380455606,1.609468681939786,0.9953278128116849,2.5731803712877235
Liberia,0.093186,0.11,0.05,LBR,1.6391292874302184,2.6328408667019434,2.139457083599908,1.5919130453041621,2.693085298367909,2.108539957659586,0.993711579271725,0.6062435629038382,1.1011722530637469,0.6917288958162593
Saint Helena,0.091796,0.08,NA,SHN,0.2505270689725876,0.9577949084341526,0.568383239209652,0.2441168138757348,1.3912831619381905,0.5161685030907393,0.707267839461565,2.8231194431886064,1.1471663480624557,4.699251681395486
Italy,0.084732,0.06,0.09,ITA,1.3024155346796529,2.259754433792237,1.8909571481901304,1.3514467323122663,2.509614228766564,1.90294667973853,0.957338899112584,0.7350487410671547,1.1581674964542976,0.8569834598458229
Colombia,0.078512,0.12,0.02,COL,0.9841930952228484,2.3158897345183327,1.7386072721637664,0.9415666822038712,2.682758194305858,1.7506797571651271,1.3316966392954843,1.3530847206299,1.7411915121019867,1.8492492831484644
Georgia,0.078371,0.06,0.08,GEO,1.833464842576247,2.554085991321466,2.327721809729552,1.893213683213943,2.728149183285542,2.323005512738839,0.720621148745219,0.393037887616463,0.834935500071599,0.44101493004962977
Uruguay,0.077973,0.12,0.02,URY,1.0812937195893306,1.7555165131380603,1.3534041024317407,1.088565362866517,1.9501265401293515,1.3986743115315772,0.6742227935487297,0.6235334408534212,0.8615611772628344,0.7914648092367068
Turkey,0.075967,0.08,0.06,TUR,1.980110886733912,2.8953062104574605,2.564818986366014,2.0491534958041835,2.994843863383518,2.5572524166409294,0.9151953237235486,0.4621939760318751,0.9456903675793344,0.4615029423201903
Singapore,0.075844,0.07,NA,SGP,1.8902777274449667,2.7082237005233765,2.1852662324905396,1.8764960606892904,3.3071186383565268,2.2143740971883137,0.8179459730784098,0.4327120619381172,1.4306225776672363,0.7623903975272551
Ukraine,0.075382,0.06,0.07,UKR,1.1477835816131488,1.8297334425067255,1.6287742016277786,1.2197908360855845,2.030526716606881,1.6787999916830127,0.6819498608935768,0.5941449867536287,0.8107358805212965,0.6646515587238045
Great Britain,0.072825,0.06,0.06,GBR,1.3662045912929328,2.0538770160043094,1.83370803106262,1.3621208386607917,2.412625275749758,1.8076183902211935,0.6876724247113766,0.5033451278776521,1.0505044370889662,0.7712270506938282
Finland,0.072076,0.02,0.1,FIN,0.901986062743842,1.1510617288952534,1.0645104534856171,0.973353091484862,1.3832073602520052,1.141914680138746,0.2490756661514114,0.27614136896275665,0.40985426876714315,0.42107460525132295
Belgium,0.067975,0.05,0.06,BEL,1.7826867040834928,2.3472602179175928,2.1443532705307007,1.7238825936066478,2.6625353850816427,2.1954969732384932,0.5645735138340999,0.3166981122038244,0.9386527914749949,0.5444992570585552
Sudan,0.066535,0.06,NA,SDN,1.1154372659889429,1.960529558561944,1.6279192148028194,1.125088435975281,2.1277703304548523,1.5839257175857957,0.8450922925730011,0.7576331886524744,1.0026818944795712,0.8912027378633557
Kuwait,0.066027,0.05,0.07,KWT,0.784051200788882,1.653167053229279,1.0392779608567555,0.8533574961539772,1.791408710181713,0.9985795859247446,0.869115852440397,1.1084937457731412,0.938051214027736,1.0992476403564362
Brazil,0.063472,0.1,0.01,BRA,0.947006287004942,2.0540861864073108,1.5593868825534902,0.97091596070838,2.3625163934592273,1.6375153366730892,1.1070798994023687,1.1690312034819588,1.391600432750847,1.4332861844556926
Saudi Arabia,0.061323,0.05,0.06,SAU,1.1194456673803783,1.9145694381345515,1.616057345554942,1.134485106225367,2.0553764262527383,1.5605720078976697,0.7951237707541732,0.7102834857674221,0.9208913200273714,0.8117262315512807
Argentina,0.05676,0.08,0.02,ARG,0.99676791128445,1.8674441896404423,1.3417986067895595,0.9258345441301528,2.061349337214903,1.4081849018461468,0.8706762783559924,0.8734995062531918,1.1355147930847502,1.2264770204179385
Slovenia,0.0563,0.07,0.03,SVN,1.1045935451984406,1.770011693239212,1.4860008358955383,1.0940920263528824,1.960354596376419,1.473161280155182,0.6654181480407715,0.6024099551670193,0.8662625700235367,0.7917639002554409
Bulgaria,0.054591,0.08,0.01,BGR,1.8724608733103825,2.60685396194458,2.3736401557922364,1.893069072870108,2.741722158285288,2.3569897101475643,0.7343930886341976,0.3922074416090954,0.8486530854151801,0.4482948338110693
United States,0.052572,0.04,0.05,USA,1.2415302187655597,2.0148597571169207,1.5680256501896552,1.2770132246436297,2.2988713944997015,1.6277919620421923,0.773329538351361,0.6228841849055228,1.0218581698560718,0.800193882206065
Syria,0.051717,0.06,0.03,SYR,1.3221210271120072,2.5887130200862885,2.077418828010559,1.3964356511831284,2.7395117819309234,2.0362790793180467,1.2665919929742813,0.9580000370624,1.343076130747795,0.9617887724435246
Qatar,0.046111,0.04,NA,QAT,0.6612504408244164,1.5988993170440835,1.1053998675397647,0.6363364036685677,1.788627096401748,1.0895176177383752,0.9376488762196671,1.417993574492971,1.1522906927331804,1.8108200098093785
Tanzania,0.044859,0.08,NA,TZA,0.7730825780018605,2.5611509033170146,1.6809199639630936,0.8122684134530059,2.7928773254070225,1.741237083841813,1.788068325315154,2.3129072833806,1.9806089119540164,2.438367513928455
Iraq,0.04169,NA,0.04,IRQ,0.9637318021721312,1.6924604309929745,1.207669834295909,1.0235246121883392,1.7960220177968342,1.1707480351130168,0.7287286288208433,0.7561529329823712,0.772497405608495,0.7547423837291637
Germany,0.041379,0.03,0.04,DEU,1.6462845040247744,2.0291109069081763,1.9710226859022304,1.6343273278450805,2.2511143448368816,1.9739089064150048,0.38282640288340186,0.2325396381655068,0.616787016991801,0.3773950337139972
Jordan,0.033823,NA,0.06,JOR,1.4000086784362793,2.3333256244659424,1.5972994168599446,1.6022146542867024,2.3385212421417236,1.5839626789093018,0.9333169460296631,0.666650828959231,0.7363065878550212,0.45955551953356777
Bosnia and Herzegovina,0.028758,0.03,0.02,BIH,0.7181777755419413,1.6449053684870405,1.1790507237116497,0.7515710592269897,1.905841588973999,1.1273823976516724,0.9267275929450992,1.2903874562893358,1.1542705297470093,1.5358102411955648
Israel,0.0284,0.02,0.03,ISR,1.844118564712758,2.8327489191172073,2.316605212737103,1.859763805963555,2.9761145844751473,2.270356392373844,0.9886303544044492,0.5360991279638462,1.1163507785115923,0.6002648158502063
Montenegro,0.027601,NA,0.02,MNE,1.369995702957285,2.5234183114150475,2.0588657773774246,1.5032449631855405,2.8527173091625344,1.9927938313319769,1.1534226084577626,0.8419169534385942,1.349472345976994,0.8977062149054632
Romania,0.027223,0.04,NA,ROU,1.2490709269868916,1.861828575874197,1.6521956550663914,1.3077942256269783,1.9983872647943168,1.675267599779984,0.6127576488873054,0.49057073993824213,0.6905930391673385,0.5280594038685686
